3, 20, 4, 2, 15, 5, 1, 27, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 20, 2, 15, 5, 1, 27, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 20, 15, 5, 1, 27, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 20, 5, 1, 27, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 20, 1, 27, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 27, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 27, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 27, 8, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 27, 10, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 27, 26, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 27, 6, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 27, 9, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 27, 12, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 27, 24, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 27, 19, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 27, 23, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 30, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 30, 28, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 30, 25, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 30, 17, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 17, 30, 13, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 17, 13, 30, 18, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 17, 13, 18, 30, 22, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 17, 13, 18, 22, 30, 29, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 17, 13, 18, 22, 29, 30, 11, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 17, 13, 18, 22, 29, 11, 30, 16, 14
3, 4, 2, 15, 5, 1, 20, 21, 8, 10, 26, 6, 9, 12, 24, 19, 23, 27, 7, 28, 25, 17, 13, 18, 22, 29, 11, 16, 30, 14
